phenotype,non-cancer,early,advanced
PLVAP+FLT1+KDR+,2.531873750450657,8.386683738796414,18.278641335636152
PLVAP+FLT1+KDR-,7.076136475369539,10.828608011706603,14.335060449050086
PLVAP+FLT1-KDR+,1.510930484087706,3.9967075178342784,2.3028209556706964
PLVAP+FLT1-KDR-,9.678476614991315,12.749222608377538,9.70063327576281
PLVAP-FLT1+KDR+,4.880207138409098,2.1675507591000547,6.966033390903857
PLVAP-FLT1+KDR-,18.213103470879354,8.898847631241997,14.133563615428901
PLVAP-FLT1-KDR+,9.825964406279702,8.048289738430583,6.332757628094416
PLVAP-FLT1-KDR-,46.28330765953263,44.92408999451253,27.95048934945308
