feature,tumor_stage,value
HALLMARK_ANGIOGENESIS,non-cancer,0.2648622758979471
HALLMARK_ANGIOGENESIS,non-cancer,0.07574577413053593
HALLMARK_ANGIOGENESIS,non-cancer,0.13312704787295088
HALLMARK_ANGIOGENESIS,non-cancer,0.18987148268609982
HALLMARK_ANGIOGENESIS,non-cancer,0.2113897956945957
HALLMARK_ANGIOGENESIS,non-cancer,0.32011058318309293
HALLMARK_ANGIOGENESIS,non-cancer,0.17401312917725653
HALLMARK_ANGIOGENESIS,non-cancer,-0.061089160625751204
HALLMARK_ANGIOGENESIS,non-cancer,0.01283133608663184
HALLMARK_ANGIOGENESIS,non-cancer,-0.019049655922457706
HALLMARK_ANGIOGENESIS,non-cancer,0.24980965019291285
HALLMARK_ANGIOGENESIS,non-cancer,0.23452688135652464
HALLMARK_ANGIOGENESIS,non-cancer,0.29678194355760884
HALLMARK_ANGIOGENESIS,non-cancer,0.30166669878185304
HALLMARK_ANGIOGENESIS,non-cancer,0.20852615837358002
HALLMARK_ANGIOGENESIS,non-cancer,0.30631467224186304
HALLMARK_ANGIOGENESIS,non-cancer,0.35054244750585306
HALLMARK_ANGIOGENESIS,non-cancer,0.14361244038638904
HALLMARK_ANGIOGENESIS,non-cancer,-0.1304525169959435
HALLMARK_ANGIOGENESIS,non-cancer,0.1456397948305831
HALLMARK_ANGIOGENESIS,non-cancer,0.02811954331194233
HALLMARK_ANGIOGENESIS,non-cancer,0.5293076189155252
HALLMARK_ANGIOGENESIS,non-cancer,0.28146276506603274
HALLMARK_ANGIOGENESIS,non-cancer,0.2346819271185459
HALLMARK_ANGIOGENESIS,non-cancer,0.2215216102763119
HALLMARK_ANGIOGENESIS,non-cancer,0.13948947922796268
HALLMARK_ANGIOGENESIS,non-cancer,0.2039095629993667
HALLMARK_ANGIOGENESIS,non-cancer,0.2733779090490097
HALLMARK_ANGIOGENESIS,non-cancer,0.40761818991767035
HALLMARK_ANGIOGENESIS,non-cancer,-0.01479415850761609
HALLMARK_ANGIOGENESIS,non-cancer,0.22187998298905853
HALLMARK_ANGIOGENESIS,non-cancer,0.18519196787451067
HALLMARK_ANGIOGENESIS,non-cancer,0.05269798132089468
HALLMARK_ANGIOGENESIS,non-cancer,0.2364741579691569
HALLMARK_ANGIOGENESIS,non-cancer,0.17438373264084517
HALLMARK_ANGIOGENESIS,non-cancer,0.2062518503727057
HALLMARK_ANGIOGENESIS,non-cancer,0.04409439306992752
HALLMARK_ANGIOGENESIS,non-cancer,0.08740973798637716
HALLMARK_ANGIOGENESIS,non-cancer,0.3037517657646766
HALLMARK_ANGIOGENESIS,non-cancer,0.2782324948270097
