phenotype,non-cancer,early,advanced
FAP+ACTA2+COL1A1+,6.581679463035394,13.763968383755792,18.215271389144434
FAP+ACTA2+COL1A1-,2.2936887343667003,5.096756609430362,3.794848206071757
FAP+ACTA2-COL1A1+,4.3024771838331155,4.87871354592532,9.291628334866605
FAP+ACTA2-COL1A1-,3.863054710512338,6.486781139275006,4.001839926402944
FAP-ACTA2+COL1A1+,15.708146216620793,13.164349959116924,15.271389144434222
FAP-ACTA2+COL1A1-,14.293302428895649,13.000817661488142,7.451701931922723
FAP-ACTA2-COL1A1+,21.227485634265296,14.281820659580266,20.90616375344986
FAP-ACTA2-COL1A1-,31.730165628470715,29.326792041428185,21.06715731370745
