feature,tumor_stage,value
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.01382438513112369
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07593836376488311
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.005915523277379431
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.08002256932252101
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.017902221850071474
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.16124830288171066
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.01245285997721679
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.054840013994112286
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06124514869044956
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.017648963818440805
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06418012315436832
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0835774631387924
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10151742855287396
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06731503794371504
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.00051341647932375
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1174151683022655
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07744831056395277
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0181196081141383
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13491134362436996
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.09603353283911933
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.12670828884668078
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10872034831893743
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.17228295526473741
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.055178519609180146
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1360508421920003
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10042669813000847
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.11725760377182766
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.011527225294366047
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.013487157165819746
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.059400264836953626
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07126479718873699
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06518754520613612
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.013170417167312529
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.01936399158922368
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.011655012623740316
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07827772559387325
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.03333455895887352
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.12765840188421865
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13889520821998264
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13918194429886396
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07652403468535515
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1561423330347937
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.16209039159190272
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.011647680369974059
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.24414603134375093
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1600198675289472
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.25307940364332143
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.08714050445013444
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.03026567922284329
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.15450988238009403
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.09405611917541606
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.14155859962593087
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.16269393150775568
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.006470076864968324
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06977923608022159
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.01878689609094425
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1143734597174609
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.08861132859826766
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06466231076593712
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.09102346635600125
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07270936629299188
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.005760274906058793
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.03185274201437009
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13748710109559537
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1207119996316792
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.3427335746306464
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06522246720996544
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10086529252612988
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.05716143836080979
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1299417597704092
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07983737593620137
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.09204849535450313
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.004446853756741989
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.02325925047448299
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.17809063852771329
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.02862883919381682
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.013773079113906808
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.05063694486457175
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.026379123706400706
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.01894568111953865
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07697413034867744
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.006379639669684162
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.06307549607822367
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.030552352066108568
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.02270237757075541
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.09727120401854762
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.034678833456966235
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.14709229670301638
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1409103975335047
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13474971659427734
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.02997545542052102
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.18831683713907443
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.14954200404749365
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.13153054859600377
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.028749938337500752
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.03911036155607528
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.03781595833585438
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10837528422178891
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.24570005133658324
