CAT,donor_id,value_raw,cat_size,project,is_inhouse,value_norm11
EPITHELIAL,Adams_Kaminski_2020_001C,0.1724137931034483,87,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6551724137931034
EPITHELIAL,Adams_Kaminski_2020_002C,0.0,21,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Adams_Kaminski_2020_003C,0.14516129032258066,62,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7096774193548387
EPITHELIAL,Adams_Kaminski_2020_034C,0.36363636363636365,11,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.2727272727272727
EPITHELIAL,Adams_Kaminski_2020_065C,0.16666666666666666,36,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6666666666666667
EPITHELIAL,Adams_Kaminski_2020_081C,0.42857142857142855,7,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.1428571428571429
EPITHELIAL,Adams_Kaminski_2020_084C,0.0,7,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Adams_Kaminski_2020_092C,0.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Adams_Kaminski_2020_098C,0.13392857142857142,336,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7321428571428572
EPITHELIAL,Adams_Kaminski_2020_133C,0.02835538752362949,1587,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.943289224952741
EPITHELIAL,Adams_Kaminski_2020_1372C,0.09090909090909091,319,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8181818181818181
EPITHELIAL,Adams_Kaminski_2020_137C,0.09090909090909091,11,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8181818181818181
EPITHELIAL,Adams_Kaminski_2020_160C,0.208,125,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.5840000000000001
EPITHELIAL,Adams_Kaminski_2020_192C,0.046242774566473986,173,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.9075144508670521
EPITHELIAL,Adams_Kaminski_2020_208C,0.16326530612244897,49,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6734693877551021
EPITHELIAL,Adams_Kaminski_2020_218C,0.10101010101010101,198,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.797979797979798
EPITHELIAL,Adams_Kaminski_2020_222C,0.1079136690647482,278,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7841726618705036
EPITHELIAL,Adams_Kaminski_2020_226C,0.0875,240,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.825
EPITHELIAL,Adams_Kaminski_2020_244C,0.273972602739726,73,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.452054794520548
EPITHELIAL,Adams_Kaminski_2020_253C,0.0,13,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Adams_Kaminski_2020_296C,0.059322033898305086,118,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8813559322033898
EPITHELIAL,Adams_Kaminski_2020_388C,0.13114754098360656,61,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7377049180327868
EPITHELIAL,Adams_Kaminski_2020_396C,0.17435897435897435,195,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6512820512820513
EPITHELIAL,Adams_Kaminski_2020_439C,0.1875,96,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.625
EPITHELIAL,Adams_Kaminski_2020_454C,0.0625,144,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.875
EPITHELIAL,Adams_Kaminski_2020_465C,0.02631578947368421,38,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.9473684210526316
EPITHELIAL,Adams_Kaminski_2020_483C,0.1724137931034483,58,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6551724137931034
EPITHELIAL,Adams_Kaminski_2020_484C,0.3333333333333333,3,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.33333333333333337
EPITHELIAL,Goveia_Carmeliet_2020_patient_45,0.9615713065755764,1171,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9231426131511529
EPITHELIAL,Goveia_Carmeliet_2020_patient_46,0.9076433121019108,1570,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8152866242038217
EPITHELIAL,Goveia_Carmeliet_2020_patient_50,0.8984848484848484,660,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7969696969696969
EPITHELIAL,Guo_Zhang_2018_P0616A,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P0616P,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P0617,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P0729,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1010,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1118,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1120,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1202,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1208,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Guo_Zhang_2018_P1219,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Habermann_Kropski_2020_THD0001,0.15930304915992533,1607,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6813939016801493
EPITHELIAL,Habermann_Kropski_2020_THD0002,0.17587085811384875,1177,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6482582837723025
EPITHELIAL,Habermann_Kropski_2020_THD0005,0.5308641975308642,243,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.06172839506172845
EPITHELIAL,Habermann_Kropski_2020_VUHD071,0.5626598465473146,391,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.1253196930946292
EPITHELIAL,Habermann_Kropski_2020_VUHD65,0.28272251308900526,955,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.4345549738219895
EPITHELIAL,Habermann_Kropski_2020_VUHD66,0.5509693558474046,1599,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.10193871169480917
EPITHELIAL,Habermann_Kropski_2020_VUHD67,0.19726166328600406,1972,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6054766734279919
EPITHELIAL,Habermann_Kropski_2020_VUHD68,0.5328947368421053,152,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.06578947368421062
EPITHELIAL,Habermann_Kropski_2020_VUHD69,0.3333333333333333,30,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.33333333333333337
EPITHELIAL,Habermann_Kropski_2020_VUHD70,0.3949579831932773,476,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.2100840336134454
EPITHELIAL,He_Fan_2021_P1,0.915201250488472,2559,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.830402500976944
EPITHELIAL,He_Fan_2021_P2,0.7876923076923077,1950,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5753846153846154
EPITHELIAL,He_Fan_2021_P3,0.8493301120140566,4553,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6986602240281132
EPITHELIAL,He_Fan_2021_P4,0.8752076182039641,9031,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7504152364079282
EPITHELIAL,He_Fan_2021_P5,0.9110070257611241,854,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8220140515222483
EPITHELIAL,Kim_Lee_2020_P0001,0.7556818181818182,176,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5113636363636365
EPITHELIAL,Kim_Lee_2020_P0006,0.8447653429602888,277,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6895306859205776
EPITHELIAL,Kim_Lee_2020_P0008,0.6604477611940298,268,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.32089552238805963
EPITHELIAL,Kim_Lee_2020_P0009,0.6880530973451328,452,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.3761061946902655
EPITHELIAL,Kim_Lee_2020_P0018,0.899812734082397,1068,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7996254681647941
EPITHELIAL,Kim_Lee_2020_P0019,0.7577937649880095,417,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5155875299760191
EPITHELIAL,Kim_Lee_2020_P0020,0.8073701842546064,597,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6147403685092128
EPITHELIAL,Kim_Lee_2020_P0025,0.5572916666666666,192,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.11458333333333326
EPITHELIAL,Kim_Lee_2020_P0028,0.8183556405353728,1046,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6367112810707456
EPITHELIAL,Kim_Lee_2020_P0030,0.8245283018867925,1060,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.649056603773585
EPITHELIAL,Kim_Lee_2020_P0031,0.7430769230769231,650,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.48615384615384616
EPITHELIAL,Kim_Lee_2020_P0034,0.8660116123269317,2239,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7320232246538634
EPITHELIAL,Kim_Lee_2020_P1006,0.7289915966386554,476,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.45798319327731085
EPITHELIAL,Kim_Lee_2020_P1010,0.7974683544303798,158,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5949367088607596
EPITHELIAL,Kim_Lee_2020_P1011,0.9183673469387755,147,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8367346938775511
EPITHELIAL,Kim_Lee_2020_P1012,0.9642857142857143,84,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9285714285714286
EPITHELIAL,Kim_Lee_2020_P1013,0.88,25,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.76
EPITHELIAL,Kim_Lee_2020_P1015,1.0,22,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Kim_Lee_2020_P1019,0.90625,128,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8125
EPITHELIAL,Kim_Lee_2020_P1028,0.7555382821609017,2573,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5110765643218034
EPITHELIAL,Kim_Lee_2020_P1049,0.8108108108108109,37,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6216216216216217
EPITHELIAL,Kim_Lee_2020_P1051,0.978494623655914,744,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.956989247311828
EPITHELIAL,Kim_Lee_2020_P1058,0.8840579710144928,207,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7681159420289856
EPITHELIAL,Kim_Lee_2020_P1064,1.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Kim_Lee_2020_P2001,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2002,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2003,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2004,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2005,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2006,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2007,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2008,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2011,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P2012,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Kim_Lee_2020_P3002,0.8266666666666667,75,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6533333333333333
EPITHELIAL,Kim_Lee_2020_P3003,0.9416167664670658,1336,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8832335329341316
EPITHELIAL,Kim_Lee_2020_P3004,0.8584392014519057,551,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7168784029038113
EPITHELIAL,Kim_Lee_2020_P3006,0.625,8,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.25
EPITHELIAL,Kim_Lee_2020_P3007,0.8695652173913043,253,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7391304347826086
EPITHELIAL,Kim_Lee_2020_P3012,0.7223796033994334,353,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.4447592067988668
EPITHELIAL,Kim_Lee_2020_P3013,0.9261186264308012,961,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8522372528616025
EPITHELIAL,Kim_Lee_2020_P3016,0.8703703703703703,54,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7407407407407407
EPITHELIAL,Kim_Lee_2020_P3017,0.9527272727272728,275,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9054545454545455
EPITHELIAL,Kim_Lee_2020_P3019,0.953125,256,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.90625
EPITHELIAL,Lambrechts_Thienpont_2018_6149v2_3,0.8559113300492611,1624,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7118226600985222
EPITHELIAL,Lambrechts_Thienpont_2018_6149v2_4,0.8684759916492694,479,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7369519832985387
EPITHELIAL,Lambrechts_Thienpont_2018_6653_6,0.7450331125827815,302,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.490066225165563
EPITHELIAL,Laughney_Massague_2020_LX255B,0.6470588235294118,51,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.2941176470588236
EPITHELIAL,Laughney_Massague_2020_LX653,0.8505747126436781,87,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7011494252873562
EPITHELIAL,Laughney_Massague_2020_LX661,0.9342105263157895,76,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.868421052631579
EPITHELIAL,Laughney_Massague_2020_LX666,0.6923076923076923,13,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.3846153846153846
EPITHELIAL,Laughney_Massague_2020_LX675,0.832089552238806,268,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.664179104477612
EPITHELIAL,Laughney_Massague_2020_LX676,0.8571428571428571,49,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7142857142857142
EPITHELIAL,Laughney_Massague_2020_LX679,0.7217391304347827,230,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.4434782608695653
EPITHELIAL,Laughney_Massague_2020_LX680,0.8163265306122449,98,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6326530612244898
EPITHELIAL,Laughney_Massague_2020_LX681,0.8306772908366534,502,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6613545816733069
EPITHELIAL,Laughney_Massague_2020_LX682,0.8322981366459627,161,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6645962732919255
EPITHELIAL,Laughney_Massague_2020_LX684,0.5931558935361216,263,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.18631178707224327
EPITHELIAL,Laughney_Massague_2020_LX685,0.3183673469387755,245,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.363265306122449
EPITHELIAL,Laughney_Massague_2020_LX699,0.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Laughney_Massague_2020_LX701,0.8235294117647058,17,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6470588235294117
EPITHELIAL,Madissoon_Meyer_2020_343B,0.15178082191780823,1825,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6964383561643835
EPITHELIAL,Madissoon_Meyer_2020_356C,0.22145804676753783,1454,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.5570839064649243
EPITHELIAL,Madissoon_Meyer_2020_367C,0.3953488372093023,301,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.2093023255813954
EPITHELIAL,Madissoon_Meyer_2020_368C,0.17490494296577946,263,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.6501901140684411
EPITHELIAL,Madissoon_Meyer_2020_390C,0.055281342546890426,1013,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8894373149062191
EPITHELIAL,Maier_Merad_2020_370,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_371,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_378,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_393,0.5,2,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.0
EPITHELIAL,Maier_Merad_2020_403,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_406,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_408,1.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maier_Merad_2020_410,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_514,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_532,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_564,1.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maier_Merad_2020_569,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_570,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_571,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_572,1.0,2,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maier_Merad_2020_578,0.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-1.0
EPITHELIAL,Maier_Merad_2020_581,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_593,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_596,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_626,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_630,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_695,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maier_Merad_2020_729,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maynard_Bivona_2020_TH067,0.9846153846153847,65,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9692307692307693
EPITHELIAL,Maynard_Bivona_2020_TH103,0.9402985074626866,67,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.8805970149253732
EPITHELIAL,Maynard_Bivona_2020_TH146,1.0,1,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH153,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maynard_Bivona_2020_TH155,1.0,3,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH156,0.6666666666666666,6,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.33333333333333326
EPITHELIAL,Maynard_Bivona_2020_TH157,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Maynard_Bivona_2020_TH158,1.0,10,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH169,0.9782608695652174,138,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9565217391304348
EPITHELIAL,Maynard_Bivona_2020_TH179,0.9583333333333334,192,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9166666666666667
EPITHELIAL,Maynard_Bivona_2020_TH179_NAT,0.6611570247933884,121,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.3223140495867769
EPITHELIAL,Maynard_Bivona_2020_TH185,1.0,957,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH205,0.6428571428571429,14,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.2857142857142858
EPITHELIAL,Maynard_Bivona_2020_TH210,0.9375,16,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.875
EPITHELIAL,Maynard_Bivona_2020_TH217,1.0,4,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH218,0.8823529411764706,17,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7647058823529411
EPITHELIAL,Maynard_Bivona_2020_TH220,0.8782608695652174,115,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7565217391304349
EPITHELIAL,Maynard_Bivona_2020_TH222,1.0,7,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,1.0
EPITHELIAL,Maynard_Bivona_2020_TH223,0.875,8,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.75
EPITHELIAL,Maynard_Bivona_2020_TH225,0.8421052631578947,19,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6842105263157894
EPITHELIAL,Maynard_Bivona_2020_TH226,0.7725856697819314,642,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5451713395638629
EPITHELIAL,Maynard_Bivona_2020_TH227,0.8620689655172413,29,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7241379310344827
EPITHELIAL,Maynard_Bivona_2020_TH231,0.9473684210526315,380,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.894736842105263
EPITHELIAL,Maynard_Bivona_2020_TH236,0.7924528301886793,159,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.5849056603773586
EPITHELIAL,Maynard_Bivona_2020_TH238,0.8830769230769231,325,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.7661538461538462
EPITHELIAL,Maynard_Bivona_2020_TH238_NAT,0.6451612903225806,93,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.29032258064516125
EPITHELIAL,Maynard_Bivona_2020_TH248,0.9517684887459807,311,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.9035369774919615
EPITHELIAL,Maynard_Bivona_2020_TH266,0.8481012658227848,79,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,0.6962025316455696
EPITHELIAL,Mayr_Schiller_2020_muc10380,0.375,216,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.25
EPITHELIAL,Mayr_Schiller_2020_muc3843,0.12556053811659193,446,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7488789237668161
EPITHELIAL,Mayr_Schiller_2020_muc4658,0.2092511013215859,454,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.5814977973568283
EPITHELIAL,Mayr_Schiller_2020_muc4659,,0,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,
EPITHELIAL,Mayr_Schiller_2020_muc5103,0.13114754098360656,244,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7377049180327868
EPITHELIAL,Mayr_Schiller_2020_muc5105,0.13170731707317074,205,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7365853658536585
EPITHELIAL,Mayr_Schiller_2020_muc5212,0.05752212389380531,226,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8849557522123894
EPITHELIAL,Mayr_Schiller_2020_muc5213,0.2631578947368421,171,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.4736842105263158
EPITHELIAL,Mayr_Schiller_2020_muc9832,0.23741007194244604,139,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.525179856115108
EPITHELIAL,Mayr_Schiller_2020_muc9833,0.1402439024390244,492,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7195121951219512
EPITHELIAL,Reyfman_Misharin_2018_Donor_01,0.07848518111964874,1822,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8430296377607025
EPITHELIAL,Reyfman_Misharin_2018_Donor_02,0.13315508021390374,1870,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7336898395721925
EPITHELIAL,Reyfman_Misharin_2018_Donor_03,0.058368076235854674,1679,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8832638475282907
EPITHELIAL,Reyfman_Misharin_2018_Donor_04,0.10018691588785046,2675,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.7996261682242991
EPITHELIAL,Reyfman_Misharin_2018_Donor_05,0.05637358014303744,2377,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8872528397139251
EPITHELIAL,Reyfman_Misharin_2018_Donor_06,0.04311872415829888,1693,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.9137625516834023
EPITHELIAL,Reyfman_Misharin_2018_Donor_07,0.04451119606772255,3662,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.9109776078645548
EPITHELIAL,Reyfman_Misharin_2018_Donor_08,0.07013815090329437,2823,c624f243-f3c9-4a43-8d8e-f8a366f73cca,False,-0.8597236981934113
EPITHELIAL,SD10_raw_feature_bc_matrix,0.8043920292801952,4918,SD10_raw_feature_bc_matrix,True,0.6087840585603903
EPITHELIAL,SD12_raw_feature_bc_matrix,0.8962155523144238,13027,SD12_raw_feature_bc_matrix,True,0.7924311046288477
EPITHELIAL,SD15_raw_feature_bc_matrix,0.8,50,SD15_raw_feature_bc_matrix,True,0.6000000000000001
EPITHELIAL,SD16_raw_feature_bc_matrix,0.7339312406576981,669,SD16_raw_feature_bc_matrix,True,0.4678624813153962
EPITHELIAL,SD2_raw_feature_bc_matrix,0.7651982118592332,50779,SD2_raw_feature_bc_matrix,True,0.5303964237184664
EPITHELIAL,SD3_raw_feature_bc_matrix,0.5240417174590275,7383,SD3_raw_feature_bc_matrix,True,0.048083434918055
EPITHELIAL,SD6_raw_feature_bc_matrix,0.40582278481012657,3950,SD6_raw_feature_bc_matrix,True,-0.18835443037974686
